"$charge","Points, required for activation of ultimate abilities. The points are acquired for every succesful action, like dealing damage or killing an enemy.","Its tooltip","Variable"
"$charge_Name","Charge","Translation for type $charge","Code"
"$energetic","Deals full damage regardless the place of the hit. Can't damage separate parts of the body, or vulnerabilities.","Its tooltip","Variable"
"$energetic_Name","Energetic","Translation for type $energetic","Code"
"$piercing","Projectile pierces enemies, obstacles and shields, dealing full damage to all targets in its path.","Its tooltip","Variable"
"$piercing_Name","Piercing","Translation for type $piercing","Code"
"{ammo}","other{}","its formula field for {ammo} word","Variable"
"{bullets}","=1{ bullet} other{ bullets}","its formula field for {bullets} word","Variable"
"{charge}","=1{charge} other{charges}","its formula field for {charge} word","Variable"
"{cold}","other{}","its formula field for {cold} word","Variable"
"{count}","other{}","its formula field for {count} word","Variable"
"{distance}","=1{meter} other{meters}","its formula field for {distance} word","Variable"
"{electr}","other{}","its formula field for {electr} word","Variable"
"{fire}","other{}","its formula field for {fire} word","Variable"
"{hot}","other{}","its formula field for {hot} word","Variable"
"{hp}","other{}","its formula field for {hp} word","Variable"
"{ice}","other{}","its formula field for {ice} word","Variable"
"{level}","=1{level} other{levels}","its formula field for {level} word","Variable"
"{mob}","other{}","its formula field for {mob} word","Variable"
"{percent}","other{%}","its formula field for {percent} word","Variable"
"{phys}","other{}","its formula field for {phys} word","Variable"
"{second}","=1{second} other{seconds}","its formula field for {second} word","Variable"
"{stun}","=1{second} other{seconds}","its formula field for {stun} word","Variable"
"{var}","other{}","its formula field for {var} word","Variable"
"accept","Accept","OK","PrefabAndScene"
"ads_failed","Failed to show an advertisement, please try again later.","Empty","Code"
"ar_problem_dont_move","DON'T MOVE","Empty","PrefabAndScene"
"ar_problem_look_at_objects","LOOK AROUND","Empty","PrefabAndScene"
"ar_problem_too_dark","TOO DARK, FIND A BRIGHT SPOT","Empty","PrefabAndScene"
"armorconfig_description","Without this protective suit moving through the seals would be impossible.","From confluence or google tables, modify Ru there","Config"
"armorconfig_group_name","Armor","From confluence or google tables, modify Ru there","Config"
"armorconfig_name","Armor","From confluence or google tables, modify Ru there","Config"
"armorconfig_parameter_0","Health","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_AdditionalHp_Description","Once at the beginning of the battle the rifter gets additional {hp}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_AdditionalHp_Name","Holographic Projector","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_AdditionalHp_Rune_1","Additional health is increased to {hp}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_AdditionalHp_Rune_2","Additional health points restore at a rate of {hp} per second.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_AdditionalHp_Rune_3","As long as there is additional health, the rifter cannot lose his basic health.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_BasiliskSkin_Description","All incoming damage is reduced by {count}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_BasiliskSkin_Name","Basilisk Scale","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_BasiliskSkin_Rune_1","Incoming damage reduced by {count}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_BasiliskSkin_Rune_2","All incoming damage further reduced by {var}%","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_BasiliskSkin_Rune_3","After being hit, for the next {second} the damage absorbtion is doubled.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_EnergyShield_Description","The armor is equipped with two energy shields. Every time the rifter is hit, the shield absorbs {count} damage and goes on cooldown for {second}.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_EnergyShield_Name","Energy Shield","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_EnergyShield_Rune_1","Cooldown time of both shields is lowered to {second}.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_EnergyShield_Rune_2","Both of the shields restore at the same time.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_EnergyShield_Rune_3","The number of energy shields is reduced to one. While the shield is active, the rifter cannot take more damage than {var}% of the maximum health points.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_FirstAid_Description","When the rifter's health falls below half, he restores {hp}
Cooldown: {second}.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_FirstAid_Name","First Aid Ampoule","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_FirstAid_Rune_1","Cooldown is reduced to {second}.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_FirstAid_Rune_2","After the ampoule has been triggered, all incoming damage is reduced by {var}% for {second}.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_FirstAid_Rune_3","Recovery strength is increased to {hp}, but the ampoule is triggered when the health indicator drops below {var}%.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_MeleeArmor_Description","Melee damage is reduced by {count}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_MeleeArmor_Name","Gladiator's Bracers","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_MeleeArmor_Rune_1","All melee damage is reduced by {count}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_MeleeArmor_Rune_2","If the rifter took melee damage from a certain enemy, for the rest of the fight damage absorbtion for attacks of that enemy is doubled.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_MeleeArmor_Rune_3","If the rifter didn't take any damage for {second}, then the damage absorbtion for the next attack is doubled.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_RangeArmor_Description","Ranged damage is reduced by {count}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_RangeArmor_Name","Shoulders of the Muse","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_RangeArmor_Rune_1","All ranged damage is reduced by {count}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_RangeArmor_Rune_2","If an enemy dealt ranged damage from a distance less than {distance}, then the damage absorption for that hit is doubled.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_RangeArmor_Rune_3","If the rifter didn't take any damage for {second}, then the damage absorbtion for the next attack is doubled.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Regen_Description","Regeneration {hp} per second.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Regen_Name","Shadow Fur Inside","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Regen_Rune_1","Regeneration is increased to {hp} per second.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Regen_Rune_2","When the rifter's health falls below {var}%, regeneration increases to {hp} per second.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Regen_Rune_3","Regeneration is increased to {hp}, but it becomes disabled for {second}, whenever Rifter is hit.","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Vampire_Description","When killing an enemy, Rifter restores himself {hp}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Vampire_Name","Dreamcatcher","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Vampire_Rune_1","Health restoration power is increased to {hp}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Vampire_Rune_2","After killing a large xur, Rifter restores {hp}","From confluence or google tables, modify Ru there","Config"
"ArmorModificator_Vampire_Rune_3","If two enemies were killed with time gap of less than {second}, then the second kill will additionally restore {hp} to Rifter.","From confluence or google tables, modify Ru there","Config"
"BarrageAbility_Description","A series of shots that hit one vulnerability of each visible enemy.","From confluence or google tables, modify Ru there","Config"
"BarrageAbility_Details","/Required weapon: Revolver
Vulnerability hit damage: {var}%
Spell type: amplification","From confluence or google tables, modify Ru there","Config"
"BarrageAbility_Name","Barrage","From confluence or google tables, modify Ru there","Config"
"battle_countdown_ended_fight","FIGHT!","Empty","PrefabAndScene"
"battle_result_experience","EXPERIENCE:  ","Empty","Code"
"battle_result_lvl","LEVEL:  ","Empty","Code"
"BoltsOfPainAbility_Description","Loads 2 bolts of pain in the crossbow. After hitting two targets, bolts mark the enemies and create a link between them. All damage or temperature changes are fully transfered between the enemies.","From confluence or google tables, modify Ru there","Config"
"BoltsOfPainAbility_Details","/Required weapon: Crossbow
Link duration: {second}
/Spell type: amplification","From confluence or google tables, modify Ru there","Config"
"BoltsOfPainAbility_Name","Bolts of Pain","From confluence or google tables, modify Ru there","Config"
"Bundle_Loading_Permission_Message","To start playing you need to download an additional ~ 135 Mb of data.","Empty","PrefabAndScene"
"Bundle_Loading_Permission_Title","Please confirm the download of additional data","Empty","PrefabAndScene"
"camera_warning","Enable camera and PLAY!","Пожалуйста, разрешите приложению доступ к камере телефона.","PrefabAndScene"
"cancel","CANCEL","Empty","PrefabAndScene"
"common_cancel","Cancel","Empty","PrefabAndScene"
"common_confirm","OK","Empty","Code"
"common_ok","OK","Empty","Code"
"confirm_buy_missing_res_for_hard","Buy missing resources for crystals?","Empty","Code"
"confirm_hard_currency","Spend crystalls for {0}?","Empty","PrefabAndScene"
"confirm_hard_currency_caption","SPEND CRYSTALS","SPEND CRYSTALS","PrefabAndScene"
"confirm_hard_vague","Spend crystals?","Empty","Code"
"Craft_Actions_Add2CraftSteps","Temporal Anomaly","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_Add2CraftSteps_Description","Gives you one additional craft step and allows you to start over your craft process.
This option does not use craft step.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_AddCraftStep","Spatial Anomaly","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_AddCraftStep_Description","Allows you to start over your craft process.
This option does not use craft step.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_MoveDiceToMain","Small Sacrifice","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_MoveDiceToMain_Description","Take away any one prism from the line and add it to the main line.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_MoveDiceToMainAndClone","Sacrifice","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_MoveDiceToMainAndClone_Description","Take away any one prism from the line and add two prisms of the same type on the main line.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollEquipmentPlus2Lvl","Ancient Sorcery","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollEquipmentPlus2Lvl_Description","Randomly changes type of the item and modifiers. +{0} to power of the item and modifiers.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollEquipmentPlus3Lvl","Ancient Dwarf Sorcery","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollEquipmentPlus3Lvl_Description","Randomly changes type of the item and modifiers. +{0} to power of the item and modifiers.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollEquipmentPlus4Lvl","Ancient Dragon Sorcery","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollEquipmentPlus4Lvl_Description","Randomly changes type of the item and modifiers. +{0} to power of the item and modifiers.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollModifierPlus2Lvl","Small Mutation","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollModifierPlus2Lvl_Description","Randomly changes type of the modifier. +{0} to power of the modifier.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollModifierPlus4Lvl","Mutation","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollModifierPlus4Lvl_Description","Randomly changes type of the modifier. +{0} to power of the modifier.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollModifierPlus6Lvl","Great Mutation","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_RerollModifierPlus6Lvl_Description","Randomly changes type of the modifier. +{0} to power of the modifier.","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_TurnDicesToOneType","Harvest","From confluence or google tables, modify Ru there","Config"
"Craft_Actions_TurnDicesToOneType_Description","Choose any prism on the line and turn every other prism on the same line into it.","From confluence or google tables, modify Ru there","Config"
"craft_cancel_confirmation_text","Are you sure you want to cancel the craft?
All used resources will disappear.","From confluence or google tables, modify Ru there","Config"
"craft_change_recipe","CHANGE THE BLUEPRINT","Empty","PrefabAndScene"
"craft_common_recipes","Common Blueprints","Empty","Code"
"craft_confirm_fast_roll","Throw the prism automatically?","Empty","Code"
"Craft_Dice_Power_Description","one on the prism gives {0} power","shown on dice hoover","Code"
"Craft_Dices_DoublePrism","Double Prism","From confluence or google tables, modify Ru there","Config"
"Craft_Dices_Only0And5Prism","Eye of the Abyss","From confluence or google tables, modify Ru there","Config"
"Craft_Dices_Only1Prism","Cracked Prism","From confluence or google tables, modify Ru there","Config"
"Craft_Dices_Only3Prism","Compass of a Deadman","From confluence or google tables, modify Ru there","Config"
"Craft_Dices_Only4Prism","Hand of God","From confluence or google tables, modify Ru there","Config"
"Craft_Dices_Prism0To5","Nemna's Prism","From confluence or google tables, modify Ru there","Config"
"Craft_Dices_StandardPrism","Standard Prism","From confluence or google tables, modify Ru there","Config"
"craft_finish_applying_modifier","Complete","Empty","PrefabAndScene"
"Craft_Line_Dices_Count_Unlock_Title","available from level {var}","From confluence or google tables, modify Ru there","Config"
"Craft_Modifier_Unlock_Title","available from level {var}","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_Add1If1","White Rune","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_Add1If1_Description","Every time a prism rolls a 1, add 1 to the main line.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_CopyOne","Mysterious Mirror","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_CopyOne_Description","When all the prisms on the line were rolled, rifter can copy any one of those prisms to the other line.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_CopyTwo","Oracle's Mirror","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_CopyTwo_Description","When all the prisms on the line were rolled, rifter can copy any one of those prisms to two other lines.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_DoubleNextIf2","Double Rune","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_DoubleNextIf2_Description","When a prism rolls a 2, value of the next prism will be doubled.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_Inc1If3","Triad","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_Inc1If3_Description","If the prism rolls a 3, the value of next prism will be increased by 1. Effect adds up.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_IncreaseUpTo4If4","Rune of Elements","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_IncreaseUpTo4If4_Description","Every time a prism rolls a 4, increase the value of the smallest prism on the board to 4.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum10","King's Wish","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum10_Description","If in the end the combined value of all prisms on the line is less than 10, it becomes 10.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum12","God's Wish","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum12_Description","If in the end the combined value of all prisms on the line is less than 12, it becomes 12.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum6","Poorman's Wish","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum6_Description","If in the end the combined value of all prisms on the line is less than 6, it becomes 6.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum8","Merchant's Wish","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_MinSum8_Description","If in the end the combined value of all prisms on the line is less than 8, it becomes 8.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_Reroll0","Rune of Life","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_Reroll0_Description","Reroll the prism when it shows 0 for the first time.","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_RerollLine","Rune of Nullification","From confluence or google tables, modify Ru there","Config"
"Craft_Modifiers_RerollLine_Description","Gives a chance to reroll all the prisms on the line.","From confluence or google tables, modify Ru there","Config"
"Craft_Options_Craft2DoublePrismNoMod","Forge the Base of a Modifier","From confluence or google tables, modify Ru there","Config"
"Craft_Options_Craft2Only0And5PrismNoMod","Cover the Modifier with Runes","From confluence or google tables, modify Ru there","Config"
"Craft_Options_Craft2Only1PrismAdd1If1","Process with White Plasma","From confluence or google tables, modify Ru there","Config"
"Craft_Options_Craft2Only3PrismNoMod","Mechanism Grinding","From confluence or google tables, modify Ru there","Config"
"Craft_Options_Craft2Only4PrismNoMod","Step Tempering","From confluence or google tables, modify Ru there","Config"
"Craft_Options_Craft2Prism0To5NoMod","Process with Essence Vapor","From confluence or google tables, modify Ru there","Config"
"Craft_Options_Craft2StandardPrismNoMod","Smelt the Workpiece","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftAdd2CraftSteps","Optimize the Forging Process","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftAddCraftStep","Speed up the Forging Process","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftCopyOne","Emboss Mysterious Pattern","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftCopyTwo","Emboss Oracle Pattern","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftDefaultRandom","Stamp with the Press","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftDoublePrismDoubleNextIf2","Two-Step Forging","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftDoublePrismIncreaseUpTo4If4","Elemental Forging","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftDoublePrismNoMod","Rough Forging","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftMoveDiceToMainAndClone","Replace Defective Detail","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftMoveDiceToMainAndCloneMinSum10","Improve Quality of the Detail","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftMoveDiceToMainAndCloneMinSum12","Improve the Detail","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftMoveDiceToMainMinSum10","Cover with King's Spraying","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftMoveDiceToMainMinSum12","Cover with God's Spraying","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftMoveDiceToMainMinSum8","Cover with Merchant's Spraying","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftOnly0And5PrismNoMod","Cover with Runes","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftOnly0And5PrismReroll0","Cover with Runes of Life","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftOnly1PrismAdd1If1","Process with White Fire","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftOnly3PrismInc1If3","Triple Grinding of Details","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftOnly3PrismNoMod","Grind the Details","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftOnly4PrismIncreaseUpTo4If4","Elemental Tempering","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftOnly4PrismNoMod","Temper the Metal","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftPrism0To5Add1If1","White Essence Processing","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftPrism0To5DoubleNextIf2","Double Essence Processing","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftPrism0To5Inc1If3","Three-Stage Processing","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftPrism0To5IncreaseUpTo4If4","Pour Elemental Essence","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftPrism0To5NoMod","Pour Essence","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftPrism0To5Reroll0","Pour Essence of Life","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftPrism0To5RerollAll","Rebuild the Mechanism","From confluence or google tables, modify Ru there","Config"
"Craft_Options_CraftRerollAll","Rebuild the Item","From confluence or google tables, modify Ru there","Config"
